36,3.6
30,3.0
126,12.6
4,0.4
10,1.0
127,12.7
120,12.0
7,0.7
85,8.5
9,0.9
13,1.3
33,3.3
52,5.2
70,7.0
4,0.4
22,2.2
219,21.9
77,7.7
80,8.0
21,2.1
82,8.2
5,0.5
61,6.1
16,1.6
6,0.6
42,4.2
133,13.3
8,0.8
9,0.9
74,7.4
3,0.3
130,13.0
191,19.1
12,1.2
198,19.8
34,3.4
1,0.1
15,1.5
12,1.2
47,4.7
38,3.8
142,14.2
116,11.6
205,20.5
17,1.7
21,2.1
127,12.7
79,7.9
172,17.2
116,11.6
3,0.3
32,3.2
55,5.5
34,3.4
7,0.7
18,1.8
162,16.2
100,10.0
138,13.8
10,1.0
40,4.0
95,9.5
147,14.7
40,4.0
15,1.5
129,12.9
1,0.1
187,18.7
88,8.8
150,15.0
98,9.8
226,22.6
2,0.2
102,10.2
11,1.1
32,3.2
56,5.6
123,12.3
60,6.0
14,1.4
96,9.6
31,3.1
62,6.2
52,5.2
3,0.3
50,5.0
132,13.2
187,18.7
37,3.7
33,3.3
24,2.4
103,10.3
54,5.4
35,3.5
9,0.9
217,21.7
29,2.9
9,0.9
14,1.4
63,6.3
170,17.0
6,0.6
56,5.6
136,13.6
100,10.0
78,7.8
58,5.8
29,2.9
61,6.1
41,4.1
20,2.0
51,5.1
28,2.8
27,2.7
79,7.9
36,3.6
12,1.2
181,18.1
28,2.8
114,11.4
113,11.3
25,2.5
4,0.4
33,3.3
5,0.5
4,0.4
87,8.7
38,3.8
16,1.6
7,0.7
42,4.2
6,0.6
29,2.9
103,10.3
185,18.5
190,19.0
43,4.3
11,1.1
3,0.3
24,2.4
32,3.2
41,4.1
114,11.4
131,13.1
37,3.7
116,11.6
7,0.7
8,0.8
11,1.1
123,12.3
44,4.4
24,2.4
186,18.6
55,5.5
22,2.2
192,19.2
47,4.7
196,19.6
219,21.9
158,15.8
3,0.3
181,18.1
29,2.9
37,3.7
213,21.3
149,14.9
36,3.6
95,9.5
17,1.7
9,0.9
74,7.4
15,1.5
82,8.2
65,6.5
93,9.3
39,3.9
14,1.4
61,6.1
21,2.1
18,1.8
19,1.9
1,0.1
75,7.5
15,1.5
85,8.5
1,0.1
92,9.2
14,1.4
157,15.7
42,4.2
57,5.7
139,13.9
15,1.5
22,2.2
38,3.8
40,4.0
33,3.3
38,3.8
127,12.7
182,18.2
25,2.5
65,6.5
7,0.7
212,21.2
95,9.5
12,1.2
19,1.9
22,2.2
30,3.0
17,1.7
90,9.0
98,9.8
188,18.8
24,2.4
83,8.3
91,9.1
11,1.1
8,0.8
15,1.5
47,4.7
72,7.2
5,0.5
60,6.0
10,1.0
37,3.7
35,3.5
108,10.8
153,15.3
101,10.1
81,8.1
133,13.3
6,0.6
117,11.7
92,9.2
30,3.0
18,1.8
183,18.3
75,7.5
190,19.0
43,4.3
20,2.0
51,5.1
57,5.7
19,1.9
224,22.4
7,0.7
107,10.7
6,0.6
210,21.0
3,0.3
28,2.8
16,1.6
12,1.2
52,5.2
121,12.1
10,1.0
95,9.5
164,16.4
7,0.7
111,11.1
93,9.3
6,0.6
57,5.7
23,2.3
129,12.9
22,2.2
49,4.9
30,3.0
27,2.7
17,1.7
87,8.7
66,6.6
25,2.5
205,20.5
67,6.7
137,13.7
70,7.0
140,14.0
15,1.5
38,3.8
6,0.6
51,5.1
159,15.9
126,12.6
116,11.6
2,0.2
111,11.1
129,12.9
54,5.4
56,5.6
46,4.6
9,0.9
6,0.6
46,4.6
3,0.3
11,1.1
101,10.1
9,0.9
212,21.2
96,9.6
43,4.3
188,18.8
70,7.0
46,4.6
9,0.9
1,0.1
21,2.1
47,4.7
56,5.6
129,12.9
47,4.7
73,7.3
100,10.0
103,10.3
27,2.7
22,2.2
116,11.6
117,11.7
1,0.1
49,4.9
168,16.8
15,1.5
4,0.4
60,6.0
77,7.7
11,1.1
114,11.4
47,4.7
146,14.6
11,1.1
42,4.2
36,3.6
6,0.6
53,5.3
14,1.4
131,13.1
2,0.2
2,0.2
195,19.5
6,0.6
156,15.6
8,0.8
156,15.6
22,2.2
88,8.8
2,0.2
97,9.7
5,0.5
7,0.7
166,16.6
1,0.1
8,0.8
177,17.7
52,5.2
79,7.9
8,0.8
36,3.6
173,17.3
114,11.4
67,6.7
107,10.7
27,2.7
41,4.1
187,18.7
78,7.8
19,1.9
2,0.2
184,18.4
117,11.7
76,7.6
20,2.0
149,14.9
47,4.7
194,19.4
80,8.0
69,6.9
3,0.3
102,10.2
20,2.0
4,0.4
13,1.3
76,7.6
26,2.6
149,14.9
97,9.7
58,5.8
95,9.5
80,8.0
130,13.0
5,0.5
19,1.9
7,0.7
103,10.3
67,6.7
44,4.4
36,3.6
13,1.3
75,7.5
59,5.9
67,6.7
57,5.7
33,3.3
21,2.1
33,3.3
48,4.8
75,7.5
171,17.1
117,11.7
30,3.0
32,3.2
39,3.9
190,19.0
193,19.3
11,1.1
86,8.6
15,1.5
133,13.3
29,2.9
131,13.1
45,4.5
50,5.0
69,6.9
119,11.9
159,15.9
109,10.9
42,4.2
85,8.5
109,10.9
10,1.0
166,16.6
32,3.2
16,1.6
124,12.4
135,13.5
43,4.3
112,11.2
17,1.7
19,1.9
42,4.2
219,21.9
4,0.4
127,12.7
6,0.6
24,2.4
24,2.4
4,0.4
18,1.8
6,0.6
64,6.4
10,1.0
72,7.2
103,10.3
138,13.8
13,1.3
49,4.9
4,0.4
83,8.3
2,0.2
172,17.2
49,4.9
48,4.8
4,0.4
136,13.6
14,1.4
55,5.5
59,5.9
112,11.2
12,1.2
80,8.0
30,3.0
27,2.7
204,20.4
2,0.2
18,1.8
25,2.5
39,3.9
72,7.2
69,6.9
62,6.2
28,2.8
10,1.0
173,17.3
53,5.3
15,1.5
11,1.1
51,5.1
103,10.3
27,2.7
37,3.7
103,10.3
126,12.6
10,1.0
36,3.6
16,1.6
135,13.5
55,5.5
119,11.9
121,12.1
117,11.7
185,18.5
54,5.4
46,4.6
18,1.8
2,0.2
82,8.2
144,14.4
27,2.7
84,8.4
48,4.8
151,15.1
54,5.4
70,7.0
18,1.8
95,9.5
13,1.3
15,1.5
82,8.2
107,10.7
18,1.8
72,7.2
123,12.3
16,1.6
137,13.7
85,8.5
26,2.6
56,5.6
99,9.9
4,0.4
88,8.8
50,5.0
9,0.9
3,0.3
43,4.3
119,11.9
76,7.6
39,3.9
149,14.9
88,8.8
39,3.9
63,6.3
67,6.7
62,6.2
32,3.2
19,1.9
187,18.7
17,1.7
11,1.1
15,1.5
43,4.3
89,8.9
12,1.2
84,8.4
28,2.8
22,2.2
14,1.4
152,15.2
2,0.2
74,7.4
52,5.2
3,0.3
3,0.3
37,3.7
